kalimat;kategori
"Anggota Komisi X DPR RI Fraksi Partai Gerindra, Himmatul Aliyah menolak rencana pemerintah memungut Pajak Pertambahan Nilai (PPN) dari jasa pendidikan atau sekolah. Menurutnya, langkah itu tak etis dan tak sesuai dengan amanat Pasal 31 Undang-undang Dasar 1945. ""Pemerintah juga diamanatkan kewajiban untuk membiayai pendidikan warganya. Ini jelas tertuang dalam pasal 31 UUD 1945. Namun, rencana pemerintah mengenakan pajak di sektor pendidikan membuat masyarakat yang dijamin haknya justru dibebankan kewajiban, dan pemerintah yang berkewajiban membiayai tapi justru memungut biaya pendidikan dari rakyat,"" kata Aliyah kepada CNNIndonesia.com, Jumat (11/6) ""Ini tentu tidak etis sekaligus tidak konstitusional,"" imbuhnya..I a menyatakan, konstitusi telah menjamin hak setiap warga negara Indonesia untuk memperoleh pendidikan. Aliyah menilai, rencana pemerintah menerapkan pajak untuk sektor pendidikan juga bertentangan dengan UU Nomor 20 Tahun 2003 tentang Sistem Pendidikan Nasional. Pasalnya, penerapan pajak pada sektor pendidikan akan membuat biaya pendidikan meningkat dan menambah beban masyarakat yang kemudian akan menciptakan ketidakadilan karena pendidikan semakin tidak terjangkau oleh masyarakat. ""Hal ini jelas bertentangan dengan prinsip penyelenggaraan pendidikan nasional sebagaimana tercantum dalam UU Sistem Pendidikan Nasional. Disebutkan dalam UU tersebut bahwa sistem pendidikan nasional harus mampu menjamin pemerataan kesempatan pendidikan yang diselenggarakan secara demokratis, berkeadilan dan tidak diskriminatif,"" ucap Aliyah. Ia melanjutkan, penerapan pajak pada sektor pendidikan di tengah pandemi akan menambah tinggi angka putus sekolah. Menurutnya, pandemi Covid-19 yang masih berlangsung telah menurunkan ketahanan ekonomi masyarakat sehingga banyak siswa dari berbagai daerah di Indonesia putus sekolah. Pemerintah sebelumnya bakal memungut Pajak Pertambahan Nilai atau PPN pada jasa pendidikan sebagaimana tertuang dalam revisi Undang-Undang Nomor 6 tahun 1983 tentang Ketentuan Umum dan Tata Cara Perpajakan (KUP). Sebelumnya, jasa pendidikan alias sekolah masuk kategori jasa bebas PPN. Dalam rancangan (draft) RUU KUP yang diterima CNNIndonesia.com, pemerintah menghapuskan jasa pendidikan dari kategori jasa yang tidak dikenai PPN.

";0
"Penyidik Komisi Pemberantasan Korupsi (KPK) yang menangani kasus dugaan korupsi bantuan sosial (bansos) Covid-19, M. Praswad Nugraha berhadapan dengan Dewan Pengawas (Dewas) KPK terkait laporan dugaan pelanggaran etik. Praswad merupakan salah satu penyidik lembaga antirasuah yang  dinonaktifkan karena dinyatakan tak lulus tes wawasan kebangsaan (TWK) alih status menjadi aparatur sipil negara (ASN). Setelah tak bisa ikut menangani sejumlah kasus dugaan korupsi karena dibebastugaskan, Praswad kini harus menjalani sidang dugaan pelanggaran kode etik. Selain Praswad, penyidik lainnya yang dilaporkan dan menjalani sidang etik adalah Muhammad Nur Prayoga alias Yoga. Berbeda dengan Praswad, Yoga dinyatakan lulus TWK KPK dan kini sudah berstatus ASN. ""Ya, ada sidang etik tapi tertutup untuk umum,"" kata anggota Dewas KPK, Albertina Ho, saat dikonfirmasi melalui pesan tertulis, Kamis (10/6). Sidang dugaan pelanggaran kode etik ini berawal dari laporan saksi kasus dugaan korupsi bansos Covid-19, Agustri Yogasmara alias Yogas. Ditemui usai sidang, Agustri mengaku laporannya terkait dengan perlakuan dua penyidik tersebut kepada dirinya saat proses pemeriksaan di tahap penyidikan. Ia menuding Yoga dan Praswad telah melanggar kode etik. ""Kurang lebih seperti itu [melaporkan karena ada dugaan pelanggaran kode etik saat diperiksa di penyidikan],"" ujar Agustri kepada awak media di Gedung KPK, Jakarta. Agustri kini menyerahkan sepenuhnya dugaan pelanggaran etik Praswad dan Yoga kepada Dewas. Namun, ia mengapresiasi kinerja Dewas telah objektif dengan memproses kedua penyidik KPK itu.""Nanti tergantung tim majelis yang memutuskan sih, tapi intinya tim Dewas [KPK] hebat, sangat objektif,"" katanya. Sementara itu, Dewas KPK hingga kini belum berkomentar terkait kelanjutan atau hasil sidang terhadap Praswad dan Yoga. CNNIndonesia.com telah menghubungi dua anggota Dewas KPK, Albertina Ho dan Syamsuddin Haris namun belum mendapat respons.";1
"Kombes Pol Gatot Repli Handoko, Kamis (10/6). W diduga akan menyelundupkan 22 ribu benih lobster jenis pasir dan jenis mutiara yang didapatnya di perairan Pantai Unam, Kabupaten Trenggalek, Jatim. ""Barang bukti yang berhasil diamankan adalah benih udang lobster sebanyak 22 ribu ekor jenis pasir dan jenis mutiara,"" katanya. Kasubdit Gakkum Ditpolairud Polda Jatim AKBP Siswanto mengatakan penangkapan W ini dilakukan Minggu, 6 Juni 2021, sekitar pukul 16.30 WIB. Saat itu, pelaku tengah melintas di Jalan Wilis, Kecamatan Panggul, Kabupaten Trenggalek, dengan mengendarai mobil bernopol F 1336 QR. Saat digeledah, W ternyata kedapatan membawa baby lobster sejumlah tiga kardus. Masing-masing kardus berisi 25 kantong dan 22 kantong plastik benur. ""Di dalam kantong plastik tersebut berisi baby losbter masing-masing berisi 200-250 ekor, yang diletakkan di dalam bagasi mobil yang rencananya akan diberikan ke P, penerima di wilayah Solo,"" ucapnya. W kemudian diamankan. Perbuatannya terbukti telah berdampak buruk pada sumber daya alam, dan bisa menurunkan populasi lobster di perairan Jatim. Atas perbuatannya, W dipersangkakan Pasal 92 juncto pasal 26 ayat 1 UU nomor 11 tentang cipta kerja Juncto UU nomor 25 tahun 2009 tentang perubahan atas UU nomor 31 tahun 2004 tentang perikanan.";1
"Polisi menyampaikan Wakil Bupati Sangihe, Sulawesi Utara, Helmud Hontong meninggal karena terkena serangan jantung.Helmud meninggal dunia di dalam pesawat Lion Air JT-740 dengan tujuan penerbangan Denpasar-Makassar, usai mendarat di Bandara Internasional Sultan Hasanuddin, Kabupaten Maros, Sulawesi Selatan, pada Rabu (9/6). ""Beliau meninggal karena sakit serangan jantung,"" kata Kabid Humas Polda Sulawesi Selatan, Kombes E Zulfan saat dihubungi CNNIndonesia.com, Kamis (10/6).Namun demikian, Zulfan tak menjelaskan lebih rinci mengenai proses yang telah dilakukan selama ini untuk mendapatkan kesimpulan tersebut. Sebagai informasi, Wabup Sangihe rencananya akan melakukan perjalanan dari Denpasar menuju Manado dengan menumpangi pesawat Lion Air JT-740 dan transit di Makassar. Corporate Communications Strategic Lion Air Danang Mandala Prihantoro menjelaskan, setiap penumpang, termasuk Wabup Sangihe harus menjalani pemeriksaan Covid-19. Jadwal keberangkatan JT-740 papar Danang pada pukul 15.08 WITA dan dijadwalkan tiba di Bandara Sultan Hasanuddin pada 16.08 WITA. Dalam perjalanan sekitar pukul 15.40 WITA, terdapat satu penumpang yang membutuhkan pertolongan medis. ""Pimpinan awak kabin bersama kru menghampiri guna mengetahui kondisi aktual penumpang. Setelah mendapatkan informasi detail dan pengamatan, kru segera mengumumkan apakah terdapat penumpang profesi dokter atau tenaga medis,"" kata Danang dalam rilisnya, Kamis (10/6). Setelah mendapatkan penumpang tenaga medis yang dibuktikan dengan tanda identitas secara resmi, jelas Dadang sesuai prosedur penanganan penumpang, kru langsung memberikan tabung oksigen portabel dan melonggarkan pakaian Wabup Sangihe. Dalam situasi ini, kata Danang pilot pun memutuskan untuk mendaratkan pesawat di bandara terdekat. Setelah mendarat di Bandara Sultan Hasanuddin para kru langsung menginformasikan kepada petugas lintas udara bahwa terdapat satu penumpang membutuhkan penanganan medis.

";1
"Polisi menyebut Ketua Komite Nasional Papua Barat (KNPB) wilayah Merauke berinisial sering berkomunikasi dengan aktivis sekaligus pengacara Veronica Koman. Hal ini diketahui dari hasil penggeledahan terhadap isi ponsel milik EKM. Dari gawai tersebut, polisi menemukan percakapan antara EKM dengan Veronica. ""Yang bersangkutan aktif komunikasi dengan Veronica Koman. Itu salah satu percakapan di handphone yang disita,"" kata Kasatgas Humas Operasi Nemangkawi Kombes M. Iqbal Alqudusy dalam keterangannya, Jumat (11/6). Namun, tak dijelaskan apa isi percakapan antara EKM dan Veronica yang berhasil ditemukan oleh pihak kepolisian. Iqbal hanya menyebut bahwa kepolisian masih terus mencari fakta-fakta baru terkait sosok EKM selaku Ketua KNPB Merauke. ""Satgas Nemangkawi sendiri masih mencari fakta-fakta baru dibalik sosok EKM. Polisi masih menelusuri ponsel milik EKM,"" ucap Iqbal. CNNIndonesia.com sudah mencoba mengontak Veronica untuk mengonfirmasi tudingan dari polisi ini. Hingga berita ini diterbitkan, Veronica belum juga merespons panggilan telepon maupun pesan tertulis. Sebelumnya, EKM ditangkap lantaran diduga menyebarkan berita bohong alias hoaks bernada provokatif dan SARA di akun Facebook pribadinya dengan nama Manuel Metemko. Satgas Siber Operasi Nemangkawi menangkap EKM di kediamannya yang berlokasi di Merauke, Papua pada Rabu (9/6) sekitar pukul 22.35 WIT. Iqbal menuturkan EKM ditang\kap karena menggunggah foto di akun Facebook dan dibumbui dengan keterangan yang diduga tak sesuai dengan kejadian aslinya. ""Menyebarkan foto yang tidak sesuai dengan kejadian aslinya dengan caption 'Foto: Bandara Ilaga, kab. Puncak Papua berhasil dibakar TPNPB , Kamis (03/06/2021)',"" kata Iqbal. Tak hanya itu, EKM juga membagikan utas yang berkaitan dengan dana Otonomi Khusus (Otsus) di Papua. Atas perbuatannya, EKM diduga melanggar Pasal 45A ayat (2) Juncto Pasal 28 ayat (2) UU RI Nomor 19 tahun 2016 tentang Perubahan atas UU RI Nomor 11 Tahun 2008";1
"Indonesia Corruption Watch (ICW) melaporkan Ketua Komisi Pemberantasan Korupsi (KPK) Firli Bahuri ke Dewan Pengawas (Dewas) KPK atas dugaan pelanggaran kode etik  terkait penerimaan gratifikasi penyewaan helikopter. Laporan ini sudah diterima Dewas KPK. Peneliti ICW, Kurnia Ramadhana, mengatakan laporan ini tak lepas dari keengganan Bareskrim Polri memproses pidana Firli terkait dugaan penerimaan gratifikasi. Hanya saja laporan terhadap Dewas KPK terkait dugaan pelanggaran kode etik. ""Hari ini ICW melaporkan kembali Firli Bahuri atas dugaan pelanggaran kode etik,"" ujar Kurnia kepada awak media di Gedung Pusat Edukasi Antikorupsi, Jakarta, Jumat (11/6). Kurnia menuturkan, laporan kali ini berbeda dengan putusan yang sempat dibacakan Dewas KPK kepada Firli sebelumnya. Putusan itu, menurut dia, hanya formalitas belaka karena majelis etik Dewas KPK hanya mengecek kuitansi sewa helikopter yang diberikan oleh Firli. ""Harusnya kuitansi itu ditelusuri karena nilainya sangat janggal. Kalau kita cermati lebih lanjut, satu jam penyewaan helikopter yang didalilkan oleh Firli sebesar Rp7 juta, kami tidak melihat jumlahnya seperti itu karena empat jam sekitar Rp30 juta,"" terang Kurnia. Ia menduga jumlah yang semestinya dibayarkan melampaui dari yang disebut Firli. Kurnia menaksir ada selisih sekitar Rp140 juta yang tidak dilaporkan Firli. Firli dilaporkan melanggar Pasal 4 ayat 1 huruf a dan huruf g Peraturan Dewan Pengawas KPK RI Nomor 2 Tahun 2020 tentang Penegakan Kode Etik dan Pedoman Perilaku KPK. ""Kami melampirkan beberapa temuan kami terkait dengan perbandingan harga penyewaan helikopter di beberapa perusahaan dan memang angka yang disampaikan Firli dalam persidangan Dewas tersebut sangat janggal,"" pungkas Kurnia.
";1
"Badan Intelijen Negara (BIN) membantah pleidoi Rizieq Shihab yang menyebut dirinya pernah bertemu Kepala BIN, Budi Gunawan, di Arab Saudi pada 2017 lalu. Pleidoi alias nota pembelaan itu dibacakan Rizieq dalam sidang di Pengadilan Negeri Jakarta Timur, Kamis (10/6). Rizieq mengaku ditemui Budi Gunawan dan mantan Kapolri, Tito Karnavian. ""Tentang isu pertemuan dengan Pak BG di Arab Saudi tidak pernah terjadi. Sedangkan mengenai pertemuan dengan Pak Tito selaku Kapolri pada waktu itu agar ditanyakan langsung kepada beliau,"" kata Deputi VII BIN, Wawan Hari Purwanto kepada CNNIndonesia.com, Kamis (10/6). Selain itu, Wawan juga menyatakan bahwa dirinya belum pernah melihat langsung dokumen perjanjian yang disebutkan Rizieq dalam sidang tersebut. Sehingga dirinya tak bisa mengkonfirmasi lebih lanjut. Ia menjelaskan, dokumen resmi dari lembaga intelijen negara pasti memiliki kop surat dengan logo instansi resmi. Sehingga, kata dia, hakim dalam persidangan perlu mengkonfirmasi lebih lanjut keabsahan dokumen yang disebut-sebut Rizieq. ""Karena ini sudah masuk di persidangan, maka jika surat tersebut ditunjukkan, hakimlah yang menilai keabsahan dan kebenaran surat itu secara hukum setelah ada uji forensik,"" ucapnya. Wawan mengatakan bahwa lembaganya tak pernah mengeluarkan perjanjian yang mengatasnamakan perorangan. Setiap MoU yang diterbitkan pasti melibatkan antar lembaga. ""Di BIN sendiri tidak ada arsip surat dimaksud, biasanya jika ada MoU pasti ada arsip. Maka seyogyanya perihal surat tersebut ditanyakan otentikasinya ke MRS,"" tambahnya. Rizieq sebelumnya membeberkan bahwa pada awal Juni 2017, Ia sempat bertemu dan berdialog langsung dengan Budi Gunawan bersama timnya. Pertemuan itu berlangsung di satu Hotel Berbintang Lima di Kota Jeddah-Arab Saudi. Pertemuan itu, kata dia, menghasilkan beberapa kesepakatan. Di antaranya untuk menyetop semua kasus hukum yang menimpa dirinya bersama rekan-rekannya yang lain. ""Sehingga tidak ada lagi fitnah kriminalisasi, dan sepakat mengedepankan dialog daripada pengerahan massa, serta siap mendukung semua kebijakan Pemerintahan Jokowi selama tidak bertentangan dengan ajaran agama Islam dan konstitusi negara Indonesia,"" kata Rizieq. Rizieq mengatakan hasil pertemuan tersebut lantas dibuat kesepakatan yang ditandatangani olehnya dan Komandan Operasional BIN kala itu, Mayjen TNI (Pur) Agus Soeharto di hadapan Budi Gunawan.";1
"Gubernur nonaktif Sulawesi Selatan (Sulsel) Nurdin Abdullah mengaku menerima uang sebesar Sin$150 ribu dari Direktur PT Agung Perdana Bulukumba Agung Sucipto. Uang itu digunakan untuk mendanai saksi di Pilkada Bulukumba 2020. Uang itu digunakan untuk mendanai pasangan calon Bupati dan Wakil Bupati Tomy Satria Yulianto-Makkasau pada Pilkada Kabupaten Bulukumba 2020. Hal tersebut disampaikan Nurdin saat menjadi saksi dalam sidang lanjutan dugaan suap proyek infrastruktur di Pemprov Sulsel dengan terdakwa Agung di Pengadilan Tipikor Makassar, Kamis (10/6). ""Agung datang ke rumah membawa uang dolar Singapura sebanyak 150 ribu dollar atau dirupiahkan sampai 500 juta (rupiah),"" kata Nurdin yang bersaksi secara daring dari Rutan KPK, Jakarta. Jika dirupiahkan dengan kurs Rp10.760 per 9 Juni, nilai uang itu sekitar Rp1,6 miliar. Nurdin mengaku menerima uang tersebut pada 2019 lalu. Nurdin menyebut Agung beberapa kali datang ke rumah dinasnya sejak 2019. Dalam pertemuan itu, ia mengaku kerap membahas perkembangan pembangunan Sulsel dan masalah politik. Politikus PDIP ini mengaku kaget ketika Agung membawa uang tersebut dan mengklaim tak pernah membahas masalah uang dengannya. Setelah dicecar pertanyaan oleh Jaksa Penuntut Umum (JPU) KPK, akhirnya NA mengaku uang Sin$150 ribu itu untuk mendanai pasangan Tomy Satria Yulianto-Makkasau di Pilkada Bulukumba. ""Uang itu untuk keperluan Pilkada membayar saksi partai. Untuk Pilkada Bulukumba tahun 2020, kami terima. Digunakan untuk membantu calon kita ada di Bulukumba pasangan Tomy dan Makkasau,"" kata Nurdin. Pasangan Tomy dan Makkasau diketahui diusung PDIP, PKB, dan PBB. Namun, pasangan tersebut kalah dalam Pilkada Bulukumba 2020. Dalam kesempatan itu, Nurdin mengaku tak pernah mengarahkan mantan Kepala Biro Pengadaan Barang dan Jasa Pemprov Sulsel, Sari Pudjiastuti untuk memenangkan perusahaan milik Agung dalam proses tender proyek pembangunan infrastruktur Jalan Munte-Bontolempangan, Kabupaten Sinjai. Kesaksian Nurdin tersebut berbeda dengan keterangan Sari Pudjiastuti pada persidangan beberapa waktu. Saat itu, Sari mengaku mendapat perintah untuk memenangkan perusahaan Agung. ""Ada tiga kali ke rumah, Sari datang sendiri. Ibu Sari kalau urgent saya panggil. Saya tidak pernah memerintahkan ibu sari untuk mengarahkan memenangkan, saya kecewa,"" ujarnya. Sebelumnya, Agung didakwa memberikan uang Rp2 miliar kepada Nurdin Abdullah untuk mendapatkan sejumlah proyek pembangunan infrastruktur jalan di Sulsel. Proyek tersebut berada di Kabupaten Bulukumba dan Kabupaten Sinjai.";1
"Pasal penghinaan presiden di Revisi Kitab Undang-undang Hukum Pidana (RKUHP) disebut sebagai warisan kolonial Belanda yang pada masanya ditujukan untuk membungkam kritik pers. Upaya menghidupkannya dinilai sebagai kemunduran drastis demokrasi. ""Pasal-pasal ini sudah ada sejak zaman kolonial dan tujuannya, kaitan dengan pers, untuk merepresi jurnalis pada masa itu. Memprihatinkan itu produk kolonial yang dipakai untuk menundukkan jajahannya, namun dipakai hari ini di suatu negara yang sudah merdeka kepada warganya,"" kata Direktur Center for Media and Democracy Lembaga Penelitian Pendidikan dan Penerangan Ekonomi Sosial (LP3ES) Wijayanto, pada kanal Youtube ICJRID, Kamis (10/6) Pasal-pasal tersebut adalah Pasal 218 dan Pasal 2019 yang mengatur tentang Tindak Pidana terhadap Martabat Presiden dengan ancaman penjara 3 tahun 6 bulan atau denda Rp200 juta. Lalu, Pasal 240 dan Pasal 241 mengatur tentang Tindak Pidana Penghinaan terhadap Pemerintah dengan ancaman penjara 4 tahun 6 bulan atau denda Rp500 juta. Kemudian, Pasal 353 ayat (1) dan ayat (2) serta Pasal 354 yang mengatur tentang Tindak Pidana Penghinaan terhadap Kekuasaan Umum dan Lembaga Negara dengan ancaman berturut-turut penjara 1 tahun 6 bulan atau denda Rp10 juta, penjara 3 tahun atau denda Rp50 juta, dan penjara 2 tahun atau denda Rp50 juta. Selanjutnya, Pasal 273 yang mengatur tentang Tindak Pidana Penyelenggaraan Pawai, Pesta, atau Keramaian Tanpa Izin dengan ancaman penjara 1 tahun atau denda Rp10 juta. Senada, pakar hukum dari Universitas Andalas Feri Amsari menyebut keberadaan pasal tersebut di KUHP ialah untuk melindungi kerajaan Belanda saat masa penjajahan. ""Pasal penghinaan presiden dan lembaga negara merupakan pasal yang dahulu dibuat sebagai upaya perlindungan kerajaan Belanda,"" kata Feri kepada CNNIndonesia.com, Kamis (10/6). Ia menyatakan bahwa pasal penghinaan presiden dan lembaga negara membawa semangat kolonialisme dan membuka ruang serta menghidupkan jarak antara rakyat dan pemerintah. Bahkan, menurutnya, keberadaan pasal itu akan membuat relasi pemerintah dan rakyat seolah seperti penjajah dan yang dijajah. ""Dalam sistem presidensial, presiden boleh dikritik secara terbuka, berbeda dengan konsep kerajaan di mana pemerintahannya dianggap wakil Tuhan di muka bumi,"" katanya. Feri menyatakan pasal penghinaan presiden dan lembaga negara harus dihapus dari draf RKUHP karena Mahkamah Konstitusional (MK) telah memutuskan bahwa keberadaan pasal itu di KUHP inkonstitusional. ""Secara konstitusional penghinaan presiden itu sudah dianggap inkonstitusional, jadi harus dihapuskan,"" katanya, ""Jadi tidak boleh dalam draf UU bertentangan konstitusi, harus patuhi putusan MK"". Feri pun meminta para perumus RKUHP memahami sistem presidensial. Menurutnya, kritik dan hinaan merupakan hal yang boleh dilakukan secara terbuka di negara yang menganut sistem presidensial. Ia pun menyarankan Indonesia meniru sikap Amerika Serikat (AS) dalam merespons kritik atau hinaan. ""Di negara yang menganut presidensial terbuka saja kritik, hinaan, dan segala macam bahkan Presiden AS pernah dibilang idiot oleh publik, biasa saja,"" ucapnya. Wijayanto menimpali bahwa pasal-pasal produk kolonial itu bisa muncul lagi akibat situasi politik di Indonesia yang saat ini diduga mengalami kemunduran demokrasi. Argumen ini, katanya, didukung oleh analisa Economist Intelligence Unit pada 2019 dan 2020 yang memposisikan Indonesia di urutan ke 64 dalam daftar negara demokrasi di Asia dan Australia. Posisi Indonesia jauh di bawah negara seperti Selandia Baru, Australia, Korea Selatan, Jepang, hingga India. Sejumlah ahli dalam hingga luar negeri pun mendeskripsikan kemunduran demokrasi di Indonesia dengan berbagai sebutan negatif, misalnya defective democracy (demokrasi yang rusak), democratic setback (kemunduran demokrasi), democratic deconsolidation (dekonsolidasi demokrasi). ""Tidak hanya demokrasi mengalami kemunduran yang serius. Namun juga sudah mengalami putar balik ke arah otoritarianisme. Praktik otoritarian sudah mulai dilakukan. Itu menjelaskan mengapa RUU KUHP kembali,"" tuturnya. Menurut Wijayanto, kondisi kemunduran demokrasi dan otoritarianisme ini bisa terjadi karena besarnya kekuatan oligarki di Indonesia yang mengalahkan masyarakat sipil. Pembahasan RKUHP sendiri sempat mengundang gelombang penolakan masif dari masyarakat sipil dan mahasiswa pada 2019 lalu. Indonesia sempat dilanda rentetan demonstrasi penolakan hingga akhirnya RKUHP batal disahkan. Namun kini pemerintah kembali berambisi memasukkan RKUHP sebagai RUU Prioritas 2021. Kritik pun mulai bermunculan karena draf aturan tersebut dinilai masih menyimpan pasal-pasal kontroversial. Menteri Hukum dan HAM Yasonna Laoly berdalih pasal itu bertujuan untuk memidanakan pihak-pihak yang menyerang harkat dan martabat presiden secara personal. Menurutnya, publik harus dapat membedakan antara kritik dan penghinaan. ""Mengkritik presiden itu sah, kritik kebijakan sehebat-hebatnya kritik. Bila tidak puas pun ada mekanisme konstitusi. Tapi sekali soal personal, yang kadang-kadang dimunculkan, presiden kita dituduh secara personal dengan segala macam isu,"" ujar Yasonna, di gedung DPR, Rabu (9/6).";1
"Ketua Komite Nasional Papua Barat (KNPB) Merauke, EKM (38) ditangkap polisi usai diduga menyebarkan berita bohong bernada provokatif dan SARA di akun Facebook pribadinya atas nama Manuel Metemko.
Kasatgas Humas Operasi Nemangkawi, Kombes Iqbal Alqudusy mengatakan penangkapan dilakukan usai kepolisian melakukan penyelidikan terhadap sejumlah unggahan yang dibuat EKM. ""Penangkapan EKM dilakukan atas penyelidikan yang telah dilakukan sebelumnya oleh Satgas Ops Nemangkawi dan adanya LP/A/252/VI/2021/SPKT/Sat Reskrim/Res Merauke/Polda Papua tertanggal 7 Juni 2021,"" kata Iqbal kepada wartawan, Kamis (10/6). Iqbal mengatakan EKM ditangkap sekitar pukul 22.35 WIT, Rabu (9/6). Setidaknya, ada lima unggahan yang menjadi dasar penangkapan Ketua KNPB-OPM tersebut. Unggahan pertama yakni foto dengan keterangan TPNPB-OPM telah berhasil membakar Bandara Ilaga, Kabupaten Puncak, sekitar pukul 16.50 WIT, Sabtu (5/6). Kemudian, unggahan berikutnya dibuat pada Jumat (4/6) sekitar pukul 09.43 WIT. EKM menuliskan komentarnya terkait dana Otonomi Khusus (Otsus) Papua yang dinilainya telah gagal total. ""Otsus gagal total, rakyat menolaknya dan menuntut referendum, ribuan pasukan dikirim, korban jiwa dimana-dimana, Tokoh agama Katolik diteror OTK, issu teroris menggema di tanah Papua. Pertanyaannya, Siapa peternak kejahatan kemanusiaan dan teroris di Indonesia dan Papua?"" tulis akun tersebut sebagaimana menjadi barang bukti kepolisian. Unggahan berikutnya dibuat pada Selasa (1/6) sekitar pukul 21.32 WIT. EKM menuliskan dugaan skenario teror bom yang dilakukan oleh orang terlatih di Merauke pada 2015 lalu. Menurutnya, kala itu tidak ada bom yang benar-benar harus dijinakkan oleh tim Detasemen Khusus (Densus) 88/Antiteror Polri. Hanya saja, kepolisian membuat panik warga dengan meledakkan beberapa kembang api. Kemudian, turut merusak kantor Sekretariat KNPB dan PRD wilayah Merauke. Selanjutnya unggahan yang dibuat pada 28 Mei 2021 sekitar pukul 05.57 WIT. EKM menuliskan tunjangan kinerja (Tukin) ASN telah dihilangkan dan menuding bahwa hal tersebut digunakan untuk pembiayaan operasi militer di Papua. Terakhir, unggahan EKM yang menulis soal pelabelan kelompok kriminal bersenjata (KKB) sebagai teroris pada 4 Mei 2021 sekitar pukul 09.08 WIT. Ia menyertai komentar TPNPB-OPM yang meminta gubernur hingga kepala kampung untuk menanggalkan kenegaraannya dan kembali ke tanah Papua untuk melawan Indonesia. ""Jangan membuat berita hoaks atau tidak benar, memprovokasi masyarakat dengan berita-berita kebencian yang berakibat permusuhan di bumi Papua, masyarakat ingin hidup damai,"" Iqbal. Atas perbuatannya, EKM diduga melanggar Pasal 45A ayat (2) juncto Pasal 28 ayat (2) Undang-undang Nomor 19 Tahun 2016 tentang ITE.";1
Hasil Seleksi Bersama Masuk Perguruan Tinggi Negeri (SBMPTN) 2021 bakal diumumkan pada Senin (14/6) mulai pukul 15.00 WIB. Peserta dapat mengakses hasil seleksi melalui https://pengumuman-sbmptn.ltmpt.ac.id. Untuk mengakses hasil, peserta harus menginput data pribadi yang digunakan dalam pendaftaran SBMPTN. Tidak seperti tahun sebelumnya, hasil seleksi hanya bisa dilihat oleh peserta terkait. Selain melalu situs tersebut, hasil SBMPTN juga bisa diakses melalui 28 situs mirroring milik PTN yang ditetapkan Lembaga Tes Masuk Perguruan Tinggi (LTMPT). Mulai tahun ini, LTMPT memutuskan hasil seleksi masuk perguruan tinggi negeri merupakan data pribadi yang hanya bisa diakses secara individu. LTMPT menjanjikan tidak akan memberi data pribadi peserta baik berupa hasil seleksi kepada pihak di luar peserta terkait dan universitas yang menerima peserta tersebut. SBMPTN sendiri merupakan salah satu jalur masuk perguruan tinggi negeri yang ditetapkan oleh pemerintah dengan mengikuti tes potensi akademik (TPA) dan tes potensi skolastik (TPS) sesuai jurusan yang dituju. Selain melalui jalur ini dan Seleksi Nasional Masuk Perguruan Tinggi Negeri (SNMPTN) yang sudah rampung, calon mahasiswa juga bisa masuk PTN melalui jalur mandiri yang ditetapkan masing-masing kampus.;2
"Gempa bumi Magnitudo 2,8 mengguncang wilayah Pulau Samosir, Sumatera Utara pada hari ini, Jumat (11/6). Berdasarkan catatan Badan Meteorologi, Klimatologi dan Geofisika (BMKG), gempa terjadi sekitar pukul 10.07.04 WIB. BMKG menyatakan pusat gempa berada di darat 8 kilometer tenggara Samosir. Lokasi pusat gempa berada di koordinat 2.56 Lintang Utara, 98.75 Bujur Timur. ""Pusat gempa berada di darat 8 km tenggara Samosir, kedalaman 1 kilometer,"" mengutip situs resmi BMKG, Jumat (11/6). Meski getaran yang dirasakan tergolong kecil, BMKG tetap meminta masyarakat untuk hati-hati. BMKG juga meminta masyarakat untuk waspada terhadap gempa bumi susulan yang mungkin terjadi. Sebelumnya, gempa juga baru saja terjadi di wilayah Bolaang Mongondow Selatan, Sulawesi Utara, pada pukul 09.23 WIB,  Jumat (11/6). Pusat gempa berada di koordinat 0.06 Lintang Selatan-124.40 Bujur Timur atau 66 kilometer tenggara Bolaanguki, Bolaang Mongondow Selatan, Sulut. Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) menyatakan gempa dengan pusat kedalaman 14 kilometer itu tidak berpotensi tsunami.";2
